Timestamp;wspeed;wangle;wout;woutput
0;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
1109;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
2111;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
3097;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
4104;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
5090;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
6106;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
7220;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
8004;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
9092;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
10109;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
11095;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
12133;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
13099;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
14107;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
15093;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
16109;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
17094;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
18102;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
19095;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
20101;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
21095;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
22104;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
23090;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
24187;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
25006;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
26103;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
27097;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
28103;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
29088;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
30104;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
31089;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
32107;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
33092;0.000000E+000;2.327000E+003;0.000000E+000;0.000000E+000
